Rk,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ALL NBA
94,Wendell Carter Jr.,C,21,CHI,32,25,792,16.3,0.578,0.087,0.44,9.9,24.9,17.5,12.3,1.1,2.6,14,19.1,1.1,1,2.1,0.13,-1.4,0.4,-1,0.2,0
94,Wendell Carter Jr.,C,21,ORL,22,19,583,17.3,0.549,0.141,0.332,10.7,24.1,17.2,9.7,1.4,2.8,11,19.5,0.6,0.7,1.2,0.103,-0.8,-1,-1.7,0,0
95,Michael Carter-Williams,SG,29,ORL,31,25,800,9.5,0.449,0.226,0.296,4.9,13.4,9,24.3,1.5,1.9,18.4,20.2,-1.1,0.6,-0.5,-0.028,-4.6,-0.2,-4.8,-0.6,0
96,Alex Caruso,PG,26,LAL,58,6,1216,11.1,0.547,0.449,0.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,0.3,2.1,2.4,0.095,-2.5,2.5,0,0.6,0
97,Willie Cauley-Stein,C,27,DAL,53,16,906,14.3,0.647,0.06,0.429,8.1,20.5,14.3,5.3,1.1,4.4,11.8,12,1.6,1.2,2.8,0.147,-2.2,0.9,-1.3,0.2,0
98,Chris Chiozza,PG,25,BRK,22,1,232,12.9,0.461,0.477,0.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21,0.1,0.2,0.3,0.063,-0.1,-0.6,-0.7,0.1,0
99,Marquese Chriss,PF,23,GSW,2,0,27,11.8,0.412,0.357,0.286,12,38.9,25.6,11,0,6.5,11.3,28.1,-0.1,0.1,0,-0.03,-2.4,0.3,-2.1,0,0
100,Gary Clark,SF-PF,26,TOT,39,11,654,6,0.436,0.818,0.076,5.1,13.5,9.1,6.4,1,1,11.1,10.1,-0.3,0.4,0.1,0.008,-4.2,-0.7,-4.9,-0.5,0
100,Gary Clark,SF,26,ORL,35,11,637,6.1,0.439,0.824,0.076,5.2,13.3,9.1,6.4,0.9,1,11.2,10.3,-0.2,0.3,0.1,0.007,-4.2,-0.7,-4.9,-0.5,0
100,Gary Clark,SF,26,DEN,2,0,4,2.9,,,,0,28.2,14.2,0,0,0,,0,0,0,0,0.037,-4.4,-2,-6.5,0,0
100,Gary Clark,PF,26,PHI,2,0,13,3.8,0,0,0,0,16.6,8.5,9,3.7,0,0,3.3,0,0,0,0.044,-6.5,0.6,-5.9,0,0
101,Brandon Clarke,PF,24,MEM,59,16,1415,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2,3.2,5.7,17.2,2.2,2,4.2,0.142,0.4,1.2,1.5,1.3,0
102,Jordan Clarkson,SG,28,UTA,68,1,1818,17.1,0.549,0.557,0.134,2.9,12.7,8,15.3,1.6,0.4,9.2,29.7,1.7,2.5,4.2,0.111,1.8,-0.4,1.4,1.6,0
103,Nic Claxton,C,21,BRK,32,1,594,16.9,0.612,0.034,0.441,8.4,21.8,15.4,6.4,1.9,5.9,9.4,14,1,0.9,1.9,0.153,-1,1.4,0.4,0.4,0
104,Amir Coffey,SG,23,LAC,44,1,394,10.1,0.585,0.544,0.369,2.9,9.4,6.3,7.4,1.3,0,11.1,15.1,0.4,0.3,0.7,0.085,-1.9,-0.1,-2,0,0
105,John Collins,PF,23,ATL,63,63,1848,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3,8.9,22.2,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2,0
106,Mike Conley,PG,33,UTA,51,51,1498,19.2,0.589,0.523,0.222,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,4,2.1,6.1,0.197,3.6,1.3,4.9,2.6,0
107,Pat Connaughton,SG,28,MIL,69,4,1575,11.3,0.578,0.703,0.103,4.4,17.3,11.1,6.3,1.5,1.3,7.5,11.6,1.8,1.7,3.5,0.108,-0.5,0.5,0,0.8,0
108,Quinn Cook,PG,27,TOT,23,0,157,12.7,0.531,0.382,0.118,1.4,10.9,6.1,18.3,1.3,0.6,8.9,21.8,0.1,0.1,0.2,0.061,-1,-0.2,-1.2,0,0
108,Quinn Cook,PG,27,LAL,16,0,62,13.8,0.585,0.5,0.192,0,9,4.5,12.5,0.8,1.4,9.6,21.9,0.1,0.1,0.1,0.098,-0.3,-0.1,-0.4,0,0
108,Quinn Cook,PG,27,CLE,7,0,95,12,0.496,0.31,0.071,2.3,12.1,7.1,22.1,1.6,0,8.5,21.7,0,0.1,0.1,0.037,-1.5,-0.2,-1.7,0,0
109,Tyler Cook,SF-PF,23,TOT,32,1,438,12.8,0.659,0.019,0.34,7,17.2,12.1,5.9,0.9,0.4,15.1,13.9,0.5,0.3,0.8,0.09,-2.2,-0.9,-3,-0.1,0
109,Tyler Cook,PF,23,BRK,4,0,17,1.6,0.333,0,0,6.9,6.2,6.5,14.1,0,0,25,10.3,0,0,0,-0.047,-5.2,-1,-6.2,0,0
109,Tyler Cook,SF,23,DET,28,1,421,13.2,0.667,0.02,0.35,7.1,17.6,12.3,5.6,0.9,0.4,14.8,14.1,0.5,0.3,0.8,0.096,-2,-0.8,-2.9,-0.1,0
110,DeMarcus Cousins,C,30,TOT,41,11,713,16.4,0.537,0.443,0.266,8,32.7,20,16.3,2.3,3,15.8,24.5,0,1.2,1.2,0.079,-1.2,1.6,0.4,0.4,0
110,DeMarcus Cousins,C,30,HOU,25,11,506,14.9,0.511,0.552,0.281,6.1,35.4,20.1,18,2,3.2,14.2,23.1,-0.1,0.8,0.7,0.062,-1.6,1.5,-0.1,0.2,0
110,DeMarcus Cousins,C,30,LAC,16,0,207,20.3,0.597,0.2,0.232,12.9,25.9,19.6,12.4,3.1,2.6,19.3,27.7,0.1,0.4,0.5,0.119,-0.2,1.9,1.7,0.2,0
111,Robert Covington,PF,30,POR,70,70,2243,11.2,0.553,0.699,0.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,1.4,2.4,3.7,0.08,-1.3,1.5,0.2,1.2,0
112,Torrey Craig,SF,30,TOT,50,8,803,14.2,0.579,0.467,0.097,8.1,19.1,13.7,7.9,1.7,2.9,9.6,14.3,1.1,1.1,2.2,0.133,-0.3,0.7,0.4,0.5,0
112,Torrey Craig,SF,30,MIL,18,0,201,10.3,0.48,0.478,0.043,7.1,15.1,11.2,9.5,2.1,3.1,9.6,10.8,0.1,0.3,0.4,0.097,-2.2,1.6,-0.6,0.1,0
112,Torrey Craig,SF,30,PHO,32,8,602,15.5,0.603,0.464,0.11,8.4,20.4,14.5,7.4,1.6,2.8,9.5,15.5,1,0.8,1.8,0.145,0.4,0.4,0.8,0.4,0
113,Jae Crowder,PF,30,PHO,60,42,1648,11.8,0.574,0.772,0.152,2.2,16.9,9.7,10,1.4,1.5,9.5,15.7,1.4,1.9,3.3,0.097,0.3,0.8,1.1,1.3,0
114,Jarrett Culver,SG,21,MIN,34,7,499,8.8,0.476,0.315,0.286,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,-0.4,0.3,-0.1,-0.006,-4.5,-1.1,-5.6,-0.5,0
115,Seth Curry,SG,30,PHI,57,57,1638,12.9,0.607,0.507,0.139,0.7,8.3,4.6,13.6,1.3,0.4,10,17.1,2.3,1.7,4,0.118,0.1,-0.4,-0.3,0.7,0
116,Stephen Curry,PG,32,GSW,63,63,2152,26.3,0.655,0.587,0.289,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,6.5,2.5,9,0.201,8.3,0.4,8.7,5.8,1
117,Nate Darling,SG,22,CHO,7,0,26,8.2,0.541,1,0.429,4.1,0,2.1,5.1,0,3.8,10.7,15.4,0,0,0,0.038,-1.5,-2.5,-4,0,0
118,Anthony Davis,PF,27,LAL,36,36,1162,22.1,0.556,0.163,0.349,6,21.5,13.8,16.4,1.9,4.5,9.5,29.2,1.3,2.4,3.7,0.152,2.6,2.2,4.8,2,0
119,Ed Davis,C,31,MIN,23,7,299,13.1,0.487,0,0.273,16.1,26,20.8,9,2.1,3.8,12.4,7.9,0.5,0.4,0.8,0.135,-3.3,1.1,-2.2,0,0
120,Terence Davis,SG,23,TOT,61,4,1074,12.7,0.555,0.586,0.121,2,14.1,7.9,11.4,2,1.2,11.6,21.8,0.1,0.8,0.8,0.038,-0.9,-0.9,-1.7,0.1,0
120,Terence Davis,SG,23,TOR,34,4,493,11.1,0.537,0.581,0.086,1.9,13.2,7.4,11.6,1.7,1.4,11.7,21.6,-0.2,0.4,0.3,0.026,-1.8,-0.8,-2.6,-0.1,0
120,Terence Davis,SG,23,SAC,27,0,581,14,0.57,0.589,0.15,2.1,14.9,8.4,11.3,2.2,1,11.5,21.9,0.2,0.3,0.6,0.047,-0.1,-0.9,-0.9,0.2,0
121,Gabriel Deck,PF,25,OKC,10,0,212,16.1,0.548,0.224,0.328,7.8,11.9,9.8,17.3,1.8,0,7.3,16.6,0.4,0.1,0.5,0.12,0,-0.4,-0.4,0.1,0
122,Dewayne Dedmon,C,31,MIA,16,0,210,24.5,0.735,0.077,0.415,15.5,31,23.4,9.6,2.1,3,14.5,19.3,0.7,0.4,1.1,0.256,1.2,0.5,1.7,0.2,0
123,Matthew Dellavedova,PG,30,CLE,13,1,224,7.3,0.312,0.446,0.071,2.9,9.2,6,35.3,0.9,0.4,9.4,12.4,-0.1,0.1,0,0.005,-4.5,-1.9,-6.4,-0.3,0
124,DeMar DeRozan,PF,31,SAS,61,61,2056,22,0.591,0.08,0.478,2,11.6,6.7,32,1.3,0.6,9.7,26.1,5.9,1.5,7.4,0.172,3.2,-0.1,3.1,2.6,0
125,Mamadi Diakite,PF,24,MIL,14,1,141,12.3,0.477,0.2,0.35,6.2,18.7,12.7,7,2.3,3.8,6.1,14.6,0.1,0.2,0.3,0.102,-3.3,0.9,-2.4,0,0
126,Hamidou Diallo,SG-SF,22,TOT,52,9,1226,14.3,0.541,0.174,0.426,5.1,18.8,11.9,13.3,1.6,1.7,12,22.2,0.3,1.3,1.6,0.063,-2.2,0.1,-2.1,0,0
126,Hamidou Diallo,SG,22,OKC,32,5,761,15,0.536,0.138,0.444,5,17.7,11.3,16.4,1.9,1.4,12.1,22.5,0.3,0.8,1,0.065,-2.1,0.6,-1.5,0.1,0
126,Hamidou Diallo,SF,22,DET,20,4,465,13.1,0.549,0.237,0.393,5.2,20.6,12.8,8.3,1.1,2.2,11.7,21.6,0.1,0.5,0.6,0.059,-2.4,-0.8,-3.2,-0.1,0
127,Gorgui Dieng,C,31,TOT,38,1,552,19.2,0.67,0.429,0.411,7.6,19.5,13.5,12,2.3,2.6,14.3,17.4,1.3,0.8,2.1,0.185,1.8,1.5,3.4,0.7,0
127,Gorgui Dieng,C,31,MEM,22,1,371,19.2,0.682,0.444,0.398,7.9,20.2,14,10.6,2.2,3.4,14.8,17,0.9,0.6,1.5,0.19,1.8,1.6,3.3,0.5,0
127,Gorgui Dieng,C,31,SAS,16,0,181,19,0.648,0.4,0.436,6.9,18,12.3,15,2.4,0.9,13.2,18.2,0.4,0.2,0.7,0.175,2,1.5,3.5,0.2,0
128,Spencer Dinwiddie,SG,27,BRK,3,3,64,10.1,0.536,0.438,0.375,0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,0,0.1,0.1,0.045,-2.4,2.6,0.2,0,0
129,Donte DiVincenzo,SG,24,MIL,66,66,1814,13,0.542,0.574,0.118,4.9,16.7,11,14.2,1.9,0.7,12.5,16.7,1.5,2.1,3.6,0.095,-0.2,0.4,0.3,1,0
130,Luka Dončić,PG,21,DAL,66,66,2262,25.3,0.587,0.406,0.349,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36,5.1,2.6,7.7,0.163,6.1,0.7,6.8,5.1,1
131,Luguentz Dort,SG,21,OKC,52,52,1543,10.1,0.513,0.515,0.257,2.5,10.3,6.4,8.8,1.4,1.1,10,21.7,-0.6,1,0.3,0.011,-2.6,-0.9,-3.5,-0.6,0
132,Damyean Dotson,SG,26,CLE,46,7,907,8.1,0.499,0.543,0.123,0.6,11.1,5.7,15.1,0.9,0.4,12,16.9,-0.4,0.3,0,-0.002,-3.4,-1.4,-4.8,-0.6,0
133,Devon Dotson,PG,21,CHI,11,0,50,19.3,0.548,0.333,0,4.5,6.6,5.5,21.4,3.9,0,0,18.2,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1,0
134,Sekou Doumbouya,PF,20,DET,56,11,869,6.9,0.459,0.408,0.227,4.9,13.5,9.2,8,1.4,0.9,12.4,17.8,-0.9,0.7,-0.2,-0.012,-5.4,-1.3,-6.7,-1,0
135,PJ Dozier,SG,24,DEN,50,6,1088,10.4,0.501,0.42,0.186,3.7,15.3,9.5,11.2,1.4,2,10.7,17.2,0.1,1.1,1.1,0.051,-2.3,-0.4,-2.6,-0.2,0
136,Goran Dragić,PG,34,MIA,50,11,1337,13,0.552,0.44,0.22,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,0.2,1.2,1.3,0.048,-1.1,-1.3,-2.3,-0.1,0
137,Andre Drummond,C,27,TOT,46,46,1242,19.4,0.519,0.014,0.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,-0.6,2.5,2,0.077,-1.7,0.5,-1.2,0.3,0
137,Andre Drummond,C,27,CLE,25,25,722,20.5,0.5,0.021,0.339,15.3,37.5,26.1,16.2,2.7,3.6,15.6,31.3,-0.8,1.3,0.6,0.037,-1,0.2,-0.8,0.2,0
137,Andre Drummond,C,27,LAL,21,21,520,17.9,0.554,0,0.396,14.1,32,23.1,9,2.2,3.4,16,22.4,0.2,1.2,1.4,0.133,-2.7,1,-1.7,0,0
138,Jared Dudley,PF,35,LAL,12,0,81,4.4,0.333,0.667,0,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,0,0.1,0.1,0.053,-4.4,0.9,-3.5,0,0
139,Kris Dunn,PG,26,ATL,4,0,45,-5.7,0.182,0.167,0.333,0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,-0.2,0.1,-0.2,-0.202,-13.7,-0.1,-13.7,-0.1,0
140,Kevin Durant,PF,32,BRK,35,32,1157,26.4,0.666,0.313,0.395,1.3,21.3,11.8,27.5,1,3.4,14.5,31.2,3.7,1.2,5,0.206,6.4,0.8,7.2,2.7,0
141,Anthony Edwards,SG,19,MIN,72,55,2314,13.9,0.523,0.429,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27,-0.6,1.4,0.8,0.017,-0.4,-1.7,-2.1,-0.1,0
142,Carsen Edwards,SG,22,BOS,31,1,276,10.2,0.527,0.568,0.117,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,0.1,0.2,0.3,0.051,-3.2,-1.3,-4.5,-0.2,0
143,CJ Elleby,SF,20,POR,30,0,192,9.4,0.468,0.515,0.227,6,12,8.9,7.1,1.5,1.4,6.4,17.4,0,0.1,0.1,0.032,-4,-0.9,-4.9,-0.1,0
144,Henry Ellenson,PF,24,TOR,2,0,38,12.8,0.476,0.643,0.286,8.4,27,17.4,18.9,0,0,0,17.9,0.1,0,0.1,0.127,-1.7,-0.1,-1.8,0,0
145,Wayne Ellington,SG,33,DET,46,31,1012,12.2,0.625,0.814,0.104,1.3,8.1,4.7,10.2,0.9,0.8,8.5,16.7,1.3,0.5,1.9,0.088,1.1,-1.3,-0.2,0.5,0
146,Joel Embiid,C,26,PHI,51,51,1585,30.3,0.636,0.171,0.61,8,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5.6,3.2,8.8,0.266,6.3,1.2,7.5,3.8,1
147,James Ennis III,SF,30,ORL,41,37,986,12.5,0.613,0.428,0.358,4.4,13.4,8.7,9.3,1.6,0.6,11.3,13.9,1.3,0.7,2,0.097,-1.9,-0.3,-2.2,-0.1,0
148,Drew Eubanks,C,23,SAS,54,3,755,17.9,0.618,0.01,0.517,10.2,24,17,7.9,1.2,5.5,15.2,17.1,1.2,1.1,2.3,0.145,-1,1,0,0.4,0
149,Dante Exum,SG,25,CLE,6,3,116,5.9,0.428,0.423,0.077,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,-0.2,0.1,-0.1,-0.025,-5.4,1.6,-3.8,-0.1,0
150,Tacko Fall,C,25,BOS,19,0,136,19.6,0.66,0,0.517,13,29.7,21.3,3.1,0.4,13.7,14.4,13.2,0.2,0.3,0.5,0.177,-1.7,2.9,1.2,0.1,0
151,Derrick Favors,C,29,UTA,68,0,1039,19.7,0.663,0.008,0.329,14.7,23.3,19.2,6,1.5,5.3,11.5,13,2.9,2.2,5.1,0.237,0.3,2.4,2.6,1.2,0
152,Cristiano Felício,C,28,CHI,18,0,84,14.7,0.574,0.154,1.231,13.3,20.9,17.2,13.6,2.3,0,16.6,12.4,0.2,0.1,0.3,0.151,-1.1,1.2,0.1,0,0
153,Terrance Ferguson,SG,22,PHI,13,0,49,-7.1,0.143,0.714,0,0,2.2,1.1,4.9,1,0,36.4,9.7,-0.2,0,-0.2,-0.161,-12.1,-2.2,-14.3,-0.2,0
154,Bruno Fernando,C,22,ATL,33,0,226,6.2,0.475,0.045,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,-0.3,0.3,-0.1,-0.019,-6.1,-0.4,-6.5,-0.3,0
155,Yogi Ferrell,PG,27,TOT,10,0,136,14.4,0.459,0.491,0.158,4.1,11.4,7.8,22.9,2.5,2,4.7,20.7,0.1,0.2,0.3,0.099,-0.5,0.8,0.2,0.1,0
155,Yogi Ferrell,PG,27,CLE,2,0,40,12.4,0.434,0.429,0.095,8.2,11.5,9.8,20.9,3.7,2.2,12.1,27.1,-0.1,0.1,0,-0.036,-1.9,1,-1,0,0
155,Yogi Ferrell,PG,27,LAC,8,0,96,15.3,0.473,0.528,0.194,2.4,11.4,7,23.7,2.1,1.9,0,18,0.2,0.1,0.3,0.154,0,0.7,0.7,0.1,0
156,Dorian Finney-Smith,PF,27,DAL,60,60,1921,12,0.609,0.648,0.088,5.7,13,9.3,7.2,1.3,1.2,9,12.2,2.8,1.6,4.4,0.11,0.2,0,0.1,1,0
157,Malik Fitts,PF,23,LAC,3,0,11,2.9,0.5,0.667,0,0,29.8,15.3,0,0,0,0,12.1,0,0,0,0.049,-7,-2.1,-9.1,0,0
158,Malachi Flynn,PG,22,TOR,47,14,928,10.9,0.484,0.494,0.165,1.1,13,6.9,21.4,2,0.8,10.5,19,0,0.8,0.8,0.041,-2.5,-0.2,-2.6,-0.1,0
159,Bryn Forbes,SG,27,MIL,70,10,1354,12.8,0.631,0.645,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2,0.7,2.7,0.096,0.4,-1.7,-1.3,0.2,0
160,Trent Forrest,PG,22,UTA,30,0,302,11.2,0.554,0.366,0.268,4,11.1,7.7,19.9,1.5,1.1,20.9,14.3,0.3,0.4,0.7,0.106,-2.5,1.2,-1.3,0.1,0
161,Evan Fournier,SF-SG,28,TOT,42,36,1259,16.7,0.598,0.523,0.253,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,1.8,1,2.8,0.107,1.5,-0.4,1.1,1,0
161,Evan Fournier,SF,28,ORL,26,26,787,18.2,0.604,0.509,0.333,0.6,9.5,4.9,20.9,1.7,1,11.3,26.2,1.2,0.5,1.7,0.104,2.3,-0.6,1.7,0.7,0
161,Evan Fournier,SG,28,BOS,16,10,472,14.1,0.584,0.552,0.081,1.2,11.4,6.3,14.9,2.1,2,9.6,18,0.6,0.5,1.1,0.111,0.1,0.1,0.2,0.3,0
162,De'Aaron Fox,PG,23,SAC,58,58,2036,20.7,0.565,0.288,0.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31,3.4,0.8,4.2,0.098,3.1,-1.3,1.8,2,0
163,Robert Franks,PF,24,ORL,7,0,101,16.5,0.638,0.536,0.464,6,8.5,7.2,7.4,1.4,2.7,5.6,15.3,0.3,0.1,0.3,0.158,0.7,-0.8,-0.2,0,0
164,Tim Frazier,PG,30,MEM,5,0,62,-0.5,0.177,0.4,0.3,0,13.8,6.8,30.8,1.5,1.5,15,18.1,-0.3,0.1,-0.2,-0.169,-10.7,-1.2,-11.9,-0.2,0
165,Enes Freedom,C,28,POR,72,35,1758,22.4,0.636,0.007,0.292,16.8,31.9,24.2,7.2,0.9,2.4,11,17.4,5.7,1.7,7.5,0.204,2.1,-1.4,0.6,1.2,0
166,Markelle Fultz,PG,22,ORL,8,8,215,12,0.458,0.154,0.183,2.3,10,6,33.1,1.8,0.8,13.8,26.2,-0.3,0.1,-0.1,-0.024,-3.6,-0.9,-4.4,-0.1,0
167,Wenyen Gabriel,PF,23,NOP,21,0,241,9.8,0.533,0.533,0.283,9,15.3,12.2,5.9,1.8,3.1,18.2,14.4,0,0.3,0.3,0.052,-3.2,-0.1,-3.3,-0.1,0
168,Daniel Gafford,PF-C,22,TOT,54,11,791,22.2,0.697,0,0.48,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,2.1,1.3,3.5,0.209,0.6,1.6,2.2,0.8,0
168,Daniel Gafford,PF,22,CHI,31,11,383,18.8,0.7,0,0.471,12.9,16.9,14.9,6.2,1.4,7.7,17.3,14.4,0.8,0.6,1.5,0.182,-1.3,1.6,0.3,0.2,0
168,Daniel Gafford,C,22,WAS,23,0,408,25.4,0.696,0,0.486,13,20.2,16.6,4.4,1.7,8.4,10.2,18.9,1.3,0.7,2,0.235,2.5,1.6,4,0.6,0
169,Danilo Gallinari,PF,32,ATL,51,4,1222,16.3,0.613,0.535,0.366,1.6,17,9.5,9.2,1.2,0.7,7.2,21.2,2.7,1,3.7,0.146,1.7,-0.6,1.1,1,0
170,Langston Galloway,SG,29,PHO,40,0,438,12.1,0.605,0.578,0.156,1.8,8.9,5.4,8,0.9,0,7.6,17.3,0.6,0.3,0.9,0.096,-0.1,-0.8,-0.9,0.1,0
171,Darius Garland,PG,21,CLE,54,50,1790,14.2,0.547,0.332,0.165,1.4,6.8,4,30.9,1.8,0.3,16,24.9,0.3,0.9,1.2,0.033,0,-2.1,-2.1,-0.1,0
172,Marc Gasol,C,36,LAL,52,42,993,12.2,0.606,0.629,0.258,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8,0.8,1.9,2.8,0.133,-1.4,3.7,2.3,1.1,0
173,Rudy Gay,PF,34,SAS,63,1,1358,14.7,0.532,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,0,1.7,1.7,0.059,-0.1,0,-0.1,0.6,0
174,Paul George,SF,30,LAC,54,54,1821,20.5,0.598,0.437,0.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30,3,2.3,5.3,0.139,3.9,0.3,4.2,2.9,1
175,Taj Gibson,C,35,NYK,45,3,936,16,0.661,0.095,0.348,11.6,17.3,14.5,5.4,1.7,5,10.8,9.7,2.1,1.7,3.8,0.195,-0.7,2.1,1.3,0.8,0
176,Harry Giles,C,22,POR,38,0,348,12.4,0.496,0.237,0.278,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,0.1,0.4,0.5,0.069,-3.2,0.2,-2.9,-0.1,0
177,Shai Gilgeous-Alexander,SG,22,OKC,35,35,1180,21.6,0.623,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,2.7,0.8,3.5,0.143,3.9,0.2,4.1,1.8,0
178,Anthony Gill,PF,28,WAS,26,4,218,13.7,0.597,0.4,0.267,7.8,17,12.4,6.7,2.1,1.5,10.7,14.2,0.3,0.3,0.6,0.123,-1.6,0.3,-1.3,0,0
179,Freddie Gillespie,PF,23,TOR,20,2,392,13.4,0.563,0,0.393,11.4,16,13.6,3.2,1.6,5.1,10.9,12.2,0.5,0.5,0.9,0.116,-3.1,-0.1,-3.2,-0.1,0
180,Rudy Gobert,C,28,UTA,71,71,2187,23.5,0.683,0.007,0.646,12.2,33.5,23.3,6,0.9,7,13.7,17,6.1,5.2,11.3,0.248,2.1,2.8,4.9,3.8,1
181,Brandon Goodwin,PG,25,ATL,47,5,620,9.2,0.471,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0,13,19.5,-0.2,0.4,0.2,0.013,-2.5,-0.6,-3.1,-0.2,0
182,Aaron Gordon,PF,25,TOT,50,50,1384,14.5,0.547,0.353,0.299,6,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7,0
182,Aaron Gordon,PF,25,ORL,25,25,736,14.9,0.537,0.382,0.358,5.3,18.5,11.7,23,1.1,2.5,16.5,23.8,0,0.6,0.6,0.037,0.5,0.1,0.6,0.5,0
182,Aaron Gordon,PF,25,DEN,25,25,648,14.1,0.564,0.311,0.214,6.7,13.9,10.3,11.8,1.3,2.1,11.7,17.2,0.7,0.6,1.3,0.099,-0.1,-0.3,-0.4,0.3,0
183,Eric Gordon,SG,32,HOU,27,13,789,14.4,0.577,0.572,0.311,1,7.1,3.9,14.6,0.8,1.5,10.9,25.2,0.6,0.2,0.8,0.048,0.7,-1.7,-1.1,0.2,0
